category,word
Food & Drinks,What’s the best type of pasta?
Food & Drinks,What’s the best type of soup?
Food & Drinks,What’s the best vegetable?
Food & Drinks,What’s the best way to end a meal?
Food & Drinks,What’s the best way to enjoy a cup of coffee?
Food & Drinks,What’s the most delicious dessert?
Food & Drinks,What’s the most expensive meal you’ve ever had?
Food & Drinks,What’s the most memorable meal you’ve had?
Food & Drinks,What’s the most unusual food you’ve tried and liked?
Food & Drinks,What’s the worst food combination?
Food & Drinks,What’s your favorite candy?
Food & Drinks,What’s your favorite comfort food and why?
Food & Drinks,What’s your favorite dessert?
Food & Drinks,What’s your favorite dish to cook at home?
Food & Drinks,What’s your favorite fast food restaurant?
Food & Drinks,What’s your favorite holiday food?
Food & Drinks,What’s your favorite pizza topping?
Food & Drinks,What’s your favorite snack for a movie night?
Food & Drinks,What’s your favorite snack?
Food & Drinks,What’s your favorite type of cheese?
Food & Drinks,What’s your favorite type of cuisine?
Food & Drinks,What’s your favorite type of pasta?
Food & Drinks,What’s your favorite type of sandwich?
Food & Drinks,Which country’s cuisine would you like to explore more?
Food & Drinks,Which dish do you think represents your personality best?
Food & Drinks,Which fast food chain do you think is the best?
Food & Drinks,Which fruit do you think is the messiest to eat?
Food & Drinks,Which ingredient do you think can improve any dish?
Food & Drinks,Which is the best candy to get on Halloween?
Food & Drinks,Which is the most comforting food?
Food & Drinks,Which is the most delicious fruit?
Food & Drinks,Which is the most overrated food?
Food & Drinks,Which meal of the day do you look forward to the most?
Food & Drinks,Which restaurant would you recommend to someone visiting your city?
Food & Drinks,Which vegetable do you dislike the most?
Food & Drinks,Which would take the longest: eating 1,000 grains of basmati rice with chopsticks or swimming 1,000 metres?
Food & Drinks,Would you rather have ice cream,cake or cookies?
General,A bear runs at you. What do you do?
General,How do you approach making decisions that have significant consequences?
General,How do you approach making decisions that impact others?
General,How do you approach networking and building professional relationships?
General,How do you approach the concept of justice?
General,How do you balance professional ambition with personal happiness?
General,How do you balance time between your partner, friends, and family?
General,How do you define success in life?
General,How do you determine what is right and wrong in a difficult situation?
General,How do you determine what is right and wrong in complex situations?
General,How do you handle stress at work?
General,How do you keep in touch with friends who live far away?
General,How do you keep your skills up to date in your field?
General,How do you maintain a healthy work-life balance?
General,How do you make new friends as an adult?
General,How do you manage your digital privacy and security?
General,How do you navigate maintaining relationships with different groups of friends?
General,How do you prefer to celebrate special occasions with loved ones?
General,How do you prioritize your tasks and responsibilities?
General,How do you reconcile personal beliefs with societal expectations?
General,How do you show appreciation for the important people in your life?
General,How do you stay motivated to achieve your personal goals?
General,How do you stay motivated when faced with a challenging project?
General,How do you think AI will impact the job market?
General,How do you think sports can bring communities together?
General,How do you think virtual reality will change the way we live?
General,How many day do you think you could go without washing before people started to notice?
General,How many roads must a man walk down before you all him a man?
General,If you could be any age forever, what age would you choose?
General,If you could change one aspect of your daily routine, what would it be?
General,If you could create magical cupcakes, what power would they give you?
General,If you could go to the Land of Oz, what one thing would you ask the Wizard for?
General,If you could have any job in the world, what would it be?
General,If you could have dinner with any celebrity, who would it be?
General,If you could learn any language what would it be?
General,If you could learn any language, which would it be?
General,If you could meet any historical figure, who would it be?
General,If you could own any car, which would it be?
General,If you could play a character in any movie, who would it be?
General,If you could switch careers tomorrow, what would you choose to do?
General,If you could time travel, which era would you visit?
General,If you could win one, which would you choose: Oscar, Olympic Gold or Nobel Prize?
General,If you had to choose, which would be your preferred life partner: Donald Trump, Boris Johnson or Liz Truss
General,Is it acceptable to leave the house without wearing underwear?
General,Name a Star Wars character.
General,Name a TV character you relate to.
General,Name a TV series you binge-watched.
General,Name a TV show that everyone should watch.
General,Name a TV show that made you laugh out loud.
General,Name a TV show that was cancelled too soon.
General,Name a bank
General,Name a bird that can't fly.
General,Name a body part people often injure.
General,Name a book genre you love.
General,Name a book series you couldn’t put down.
General,Name a book that changed your life.
General,Name a book that made you think deeply.
General,Name a book you’d recommend to everyone.
General,Name a brand of shoe
General,Name a car brand
General,Name a cartoon character
General,Name a celebrity you admire.
General,Name a character from Frozen
General,Name a classic book everyone should read.
General,Name a classic movie you love.
General,Name a color of the rainbow.
General,Name a common household chore
General,Name a common reason people call in sick to work.
General,Name a day you get up early.
General,Name a famous cartoon character
General,Name a famous person you’d like to meet.
General,Name a fictional character you’d like to meet.
General,Name a fictional world you’d like to live in.
General,Name a historical event you wish you could witness.
General,Name a historical figure you'd like to have dinner with.
General,Name a holiday that should last longer.
General,Name a holiday when people decorate their homes.
General,Name a holiday when people exchange gifts.
General,Name a household chore people often put off doing.
General,Name a job in the medical field
General,Name a job that requires a uniform.
General,Name a job you think is fascinating.
General,Name a material you would need to build a treehouse.
General,Name a movie character you’d like to be.
General,Name a movie everyone should see at least once.
General,Name a movie that always makes you cry.
General,Name a movie that always makes you laugh.
General,Name a movie that you’ve seen more than five times.
General,Name a movie with a plot twist you didn't see coming.
General,Name a piece of furniture people commonly have in their bedroom
General,Name a place kids aren’t allowed to touch things.
General,Name a place where you feel most at peace.
General,Name a place where you have to be quiet.
General,Name a place where you need to be quiet.
General,Name a place where you'd love to spend a week.
General,Name a place you might go on a first date.
General,Name a plant someone might grow in their garden.
General,Name a popular Christmas carol.
General,Name a popular fairy tale
General,Name a popular holiday movie
General,Name a popular pet other than a dog.
General,Name a reason a teacher might want to talk to a student’s parents.
General,Name a reason people attend a church service.
General,Name a reason people attend a concert.
General,Name a reason people attend a music festival.
General,Name a reason people buy a bicycle.
General,Name a reason people buy a house.
General,Name a reason people buy a laptop.
General,Name a reason people buy a new car.
General,Name a reason people buy a new outfit.
General,Name a reason people buy a new phone.
General,Name a reason people buy flowers.
General,Name a reason people buy groceries.
General,Name a reason people buy insurance.
General,Name a reason people buy new shoes.
General,Name a reason people buy souvenirs.
General,Name a reason people call 911.
General,Name a reason people call a plumber.
General,Name a reason people call customer service.
General,Name a reason people celebrate.
General,Name a reason people get a dog.
General,Name a reason people get a haircut.
General,Name a reason people get a loan.
General,Name a reason people get a membership.
General,Name a reason people get a pet.
General,Name a reason people get married.
General,Name a reason people get stuck in traffic.
General,Name a reason people give for not exercising.
General,Name a reason people give for not going to a party.
General,Name a reason people go fishing.
General,Name a reason people go hiking.
General,Name a reason people go on vacation.
General,Name a reason people go to a basketball game.
General,Name a reason people go to a book club.
General,Name a reason people go to a bookstore.
General,Name a reason people go to a brewery.
General,Name a reason people go to a car dealership.
General,Name a reason people go to a car wash.
General,Name a reason people go to a casino.
General,Name a reason people go to a coffee shop.
General,Name a reason people go to a comedy show.
General,Name a reason people go to a dance class.
General,Name a reason people go to a family reunion.
General,Name a reason people go to a farm.
General,Name a reason people go to a fishing trip.
General,Name a reason people go to a flower shop.
General,Name a reason people go to a garden center.
General,Name a reason people go to a gym.
General,Name a reason people go to a hardware store.
General,Name a reason people go to a karaoke bar.
General,Name a reason people go to a meditation retreat.
General,Name a reason people go to a museum.
General,Name a reason people go to a music concert.
General,Name a reason people go to a music store.
General,Name a reason people go to a nightclub.
General,Name a reason people go to a park.
General,Name a reason people go to a pet store.
General,Name a reason people go to a poetry reading.
General,Name a reason people go to a sports bar.
General,Name a reason people go to a tech store.
General,Name a reason people go to a theme park.
General,Name a reason people go to a toy store.
General,Name a reason people go to a wine tasting.
General,Name a reason people go to a workshop.
General,Name a reason people go to school.
General,Name a reason people go to the bank.
General,Name a reason people go to the dentist.
General,Name a reason people go to the doctor.
General,Name a reason people go to the farmer's market.
General,Name a reason people go to the gym.
General,Name a reason people go to the library.
General,Name a reason people go to the mall.
General,Name a reason people go to the movies.
General,Name a reason people go to the park.
General,Name a reason people have a garage sale.
General,Name a reason people host a party.
General,Name a reason people join a club.
General,Name a reason people join a gym.
General,Name a reason people join a sports team.
General,Name a reason people move to a new city.
General,Name a reason people plant a garden.
General,Name a reason people play video games.
General,Name a reason people quit their job.
General,Name a reason people read the newspaper.
General,Name a reason people save money.
General,Name a reason people shop at a farmers' market.
General,Name a reason people shop online.
General,Name a reason people start a new hobby.
General,Name a reason people stay up late.
General,Name a reason people take a bus.
General,Name a reason people take a cooking class.
General,Name a reason people take a day off work.
General,Name a reason people take a language class.
General,Name a reason people take a nap.
General,Name a reason people take a taxi.
General,Name a reason people take a vacation.
General,Name a reason people take a walk.
General,Name a reason people take a weekend trip.
General,Name a reason people take a yoga class.
General,Name a reason people take out a loan.
General,Name a reason people take out a mortgage.
General,Name a reason people take photos.
General,Name a reason people take public transportation.
General,Name a reason people take their car to the mechanic.
General,Name a reason people use a GPS.
General,Name a reason people use a calendar.
General,Name a reason people use a computer.
General,Name a reason people use a flashlight.
General,Name a reason people use a library.
General,Name a reason people use a microwave.
General,Name a reason people use a notepad.
General,Name a reason people use a smartphone.
General,Name a reason people use a water bottle.
General,Name a reason people use an alarm clock.
General,Name a reason people use an elevator.
General,Name a reason people use public transport.
General,Name a reason people visit a botanical garden.
General,Name a reason people visit a city park.
General,Name a reason people visit a historical site.
General,Name a reason people visit a museum.
General,Name a reason people visit a national park.
General,Name a reason people visit a new city.
General,Name a reason people visit a new restaurant.
General,Name a reason people visit a ski resort.
General,Name a reason people visit a spa.
General,Name a reason people visit a theme park.
General,Name a reason people visit a winery.
General,Name a reason people visit a zoo.
General,Name a reason people visit an amusement park.
General,Name a reason people visit an art gallery.
General,Name a reason people visit the doctor.
General,Name a reason people volunteer.
General,Name a reason people wake up in the middle of the night.
General,Name a reason people watch the news.
General,Name a reason people wear gloves.
General,Name a reason people wear hats.
General,Name a reason people wear sunglasses.
General,Name a reason someone might be late for work.
General,Name a reason someone might be up at 2 in the morning.
General,Name a reason someone might cancel plans at the last minute.
General,Name a reason someone might need a lawyer.
General,Name a scent that always makes you happy.
General,Name a skill you wish you had.
General,Name a social media platform
General,Name a song that always gets stuck in your head.
General,Name a song that always lifts your spirits.
General,Name a song that always makes you emotional.
General,Name a song that always makes you happy.
General,Name a song that always makes you want to sing along.
General,Name a song that makes you feel nostalgic.
General,Name a song that reminds you of summer.
General,Name a sound you might hear if you were near a barn.
General,Name a talent you wish you had.
General,Name a tradition you love.
General,Name a type of ball you might play with for fun.
General,Name a type of book you might find in a library.
General,Name a type of clothing people wear in the winter.
General,Name a type of clothing people wear to the gym.
General,Name a type of flower
General,Name a way people get from one place to another.
General,Name a way people try to save money.
General,Name a well-known dinosaur.
General,Name a word that rhymes with “honey.”
General,Name a word that you think is fun to say.
General,Name an animal that would be very quiet if you kept it as a pet.
General,Name an animal that would make a horrible pet.
General,Name an animal you might see on a farm.
General,Name an excuse you might tell for why you don’t have your homework.
General,Name an occupation in which you might wear a hat. Name something you might climb
General,Name something a bug might do.
General,Name something a kid might do right before going to bed.
General,Name something a person does when he/she feels happy
General,Name something an astronaut sees in space.
General,Name something associated with Halloween.
General,Name something associated with a princess.
General,Name something associated with pirates.
General,Name something cold.
General,Name something hot.
General,Name something kids lose a lot.
General,Name something kids love about summer.
General,Name something kids throw at each other.
General,Name something parents tell their children not to touch.
General,Name something people are often afraid of
General,Name something people do at a Halloween party.
General,Name something people do at a New Year's Eve party.
General,Name something people do at a amusement park.
General,Name something people do at a baby shower.
General,Name something people do at a barbecue.
General,Name something people do at a birthday party.
General,Name something people do at a block party.
General,Name something people do at a bonfire.
General,Name something people do at a bridal shower.
General,Name something people do at a charity event.
General,Name something people do at a community center.
General,Name something people do at a concert.
General,Name something people do at a cooking competition.
General,Name something people do at a craft fair.
General,Name something people do at a dance recital.
General,Name something people do at a fair.
General,Name something people do at a family gathering.
General,Name something people do at a family picnic.
General,Name something people do at a family reunion.
General,Name something people do at a festival.
General,Name something people do at a game night.
General,Name something people do at a graduation ceremony.
General,Name something people do at a graduation party.
General,Name something people do at a graduation.
General,Name something people do at a holiday dinner.
General,Name something people do at a holiday party.
General,Name something people do at a movie marathon.
General,Name something people do at a movie night.
General,Name something people do at a party.
General,Name something people do at a picnic.
General,Name something people do at a pool party.
General,Name something people do at a pool.
General,Name something people do at a retirement party.
General,Name something people do at a reunion.
General,Name something people do at a sleepover.
General,Name something people do at a spa.
General,Name something people do at a theme park.
General,Name something people do at a wedding.
General,Name something people do at a wine tasting.
General,Name something people do at the beach.
General,Name something people do at the gym.
General,Name something people do in a swimming pool.
General,Name something people do in the morning before work.
General,Name something people do in the morning.
General,Name something people do on New Year's Eve.
General,Name something people do on a Saturday.
General,Name something people do on a Sunday.
General,Name something people do on a date.
General,Name something people do on a holiday.
General,Name something people do on a hot day.
General,Name something people do on a rainy day.
General,Name something people do on a road trip.
General,Name something people do on a snowy day.
General,Name something people do on their birthday.
General,Name something people do on their lunch break.
General,Name something people do to relax
General,Name something people do to relax.
General,Name something people lose often
General,Name something people often lose.
General,Name something people write with.
General,Name something that always makes you laugh.
General,Name something that melts when it gets hot.
General,Name something that usually comes in pairs.
General,Name something that’s better when it’s homemade.
General,Name something you always forget to pack when traveling.
General,Name something you associate with Christmas.
General,Name something you can find in a cave.
General,Name something you do before going to bed.
General,Name something you do when you are bored.
General,Name something you do when you are sick.
General,Name something you hate doing but have to do.
General,Name something you have to charge regularly.
General,Name something you lose as you get older.
General,Name something you might bring on a picnic.
General,Name something you might do at a park.
General,Name something you might do to prepare for a vacation.
General,Name something you might do when you wake up late for work.
General,Name something you might find at a library.
General,Name something you might find at a yard sale.
General,Name something you might find in a backpack.
General,Name something you might find in a basement.
General,Name something you might find in a bathroom.
General,Name something you might find in a bedroom closet.
General,Name something you might find in a briefcase.
General,Name something you might find in a car trunk.
General,Name something you might find in a car.
General,Name something you might find in a child's backpack.
General,Name something you might find in a child's bedroom.
General,Name something you might find in a classroom.
General,Name something you might find in a diaper bag.
General,Name something you might find in a dining room.
General,Name something you might find in a doctor's office.
General,Name something you might find in a first aid kit.
General,Name something you might find in a fishing tackle box.
General,Name something you might find in a garage sale.
General,Name something you might find in a garage.
General,Name something you might find in a glove compartment.
General,Name something you might find in a gym bag.
General,Name something you might find in a gym locker.
General,Name something you might find in a haunted house.
General,Name something you might find in a home office.
General,Name something you might find in a hospital room.
General,Name something you might find in a hospital.
General,Name something you might find in a hotel room.
General,Name something you might find in a junk drawer.
General,Name something you might find in a junkyard.
General,Name something you might find in a kitchen cabinet.
General,Name something you might find in a laundry room.
General,Name something you might find in a living room.
General,Name something you might find in a makeup bag.
General,Name something you might find in a medicine cabinet.
General,Name something you might find in a music studio.
General,Name something you might find in a nursery.
General,Name something you might find in a pantry.
General,Name something you might find in a picnic basket.
General,Name something you might find in a purse.
General,Name something you might find in a recycling bin.
General,Name something you might find in a refrigerator.
General,Name something you might find in a school classroom.
General,Name something you might find in a school locker.
General,Name something you might find in a sewing kit.
General,Name something you might find in a suitcase.
General,Name something you might find in a teenager's room.
General,Name something you might find in a toolbox.
General,Name something you might find in a toy box.
General,Name something you might find in a travel bag.
General,Name something you might find in a workshop.
General,Name something you might find on a desk.
General,Name something you might put on a salad.
General,Name something you might put on your hamburger.
General,Name something you might see at a bakery.
General,Name something you might see at a beach.
General,Name something you might see at a car show.
General,Name something you might see at a circus.
General,Name something you might see at a concert.
General,Name something you might see at a construction site.
General,Name something you might see at a farm.
General,Name something you might see at a farmer's market.
General,Name something you might see at a fashion show.
General,Name something you might see at a flea market.
General,Name something you might see at a garage sale.
General,Name something you might see at a horse stable.
General,Name something you might see at a marathon.
General,Name something you might see at a museum.
General,Name something you might see at a parade.
General,Name something you might see at a sports event.
General,Name something you might see at a wedding.
General,Name something you might see at a zoo.
General,Name something you might see at an airport.
General,Name something you might see at an aquarium.
General,Name something you might see at the beach.
General,Name something you might see in a garden.
General,Name something you might see in a hospital.
General,Name something you might see in a movie theater.
General,Name something you might see in a sandwich.
General,Name something you might see in a science lab.
General,Name something you might see in an old deserted mansion.
General,Name something you might see on a treasure map.
General,Name something you might see out on the ocean.
General,Name something you might spread on toast.
General,Name something you never want to find in your restaurant food.
General,Name something you really don’t want to find in the dark.
General,Name something you really don’t want to see when you open your closet.
General,Name something you take with you to the beach.
General,Name something you wish you were better at.
General,Name something you would put in a bath.
General,Name something you would see at a carnival.
General,Name something you wouldn’t want to buy used.
General,Name something you’re told to do while you dance the Hokey Pokey.
General,Name the most expensive item in a person’s home.
General,Tell me a word that rhymes with power"".""
General,Tell me something a person might do once a week.
General,There are two people tied to a rail track. On an adjacent track there is one person tied to it. The train is coming down the track heading straight for the two people. If you pull a level, the train will change track and kill the one person on the adjacent track. Do you pull the switch and have a hand in killing someone or choose not to intervene?
General,Toilet roll: should the loose sheet be on the outside away from the wall or on the inside nearer the wall?
General,What do you like to do most when you go to a playground?
General,What do you think is the loudest animal?
General,What is a house that you never want to be in.
General,What is something related to vampires.
General,What is the best decade for music?
General,What is the best part of November 5th: the bonfire or the fireworks?
General,What is the maximum number of days that you can wear socks without washing them?
General,What is the most popular social media platform?
General,What is the smallest number of cows that you can still call a herd?
General,What is your least favorite season?
General,What kind of car do you want when you’re older?
General,What might wake a young person up in the morning?
General,What tech gadget do you think will be obsolete in the next ten years?
General,What would be your preferred pet: a python or a tarantula?
General,What would you rather: run around the street naked, take a selfie of yourself on the toilet and post it on social media, or have someone slap you hard across the face?
General,What's the best superpower to have?
General,What's the best way to celebrate a friend's achievement?
General,What's the best way to celebrate a milestone birthday?
General,What's the best way to celebrate a personal achievement?
General,What's the best way to celebrate a success at work?
General,What's the best way to enjoy a good book?
General,What's the best way to enjoy a weekend getaway?
General,What's the best way to keep cool indoors?
General,What's the best way to keep your home organized?
General,What's the best way to keep your mind sharp?
General,What's the best way to learn a new skill?
General,What's the best way to learn about different cultures?
General,What's the best way to make someone feel special?
General,What's the best way to relax after a long day?
General,What's the best way to show kindness to others?
General,What's the best way to spend a holiday morning?
General,What's the best way to spend a public holiday?
General,What's the best way to spend an afternoon with family?
General,What's the best way to spend an evening with friends?
General,What's the best way to spend time outdoors?
General,What's the best way to start a healthy habit?
General,What's the best way to start a new project?
General,What's the best way to stay fit and healthy?
General,What's the best way to stay hydrated?
General,What's the best way to stay motivated throughout the day?
General,What's the best way to stay positive?
General,What's the best way to wake up in the morning?
General,What's the slippiest thing in the world?
General,What's the weirdest looking animal?
General,What's your favorite animal?
General,What's your favorite thing about staying at home?
General,What's your favorite thing about the beach?
General,What's your favorite thing about your favorite season?
General,What's your favorite thing to do at a fair?
General,What's your favorite thing to do at a park?
General,What's your favorite thing to do in a forest?
General,What's your favorite thing to do in the snow?
General,What's your favorite thing to do on a rainy night?
General,What's your favorite type of outdoor adventure?
General,What's your favorite way to celebrate a special occasion?
General,What's your favorite way to enjoy a summer evening?
General,What's your favorite way to spend a cozy evening?
General,What's your favorite way to spend a lazy afternoon?
General,What's your favorite way to spend a relaxing day?
General,What's your favorite way to spend a sunny morning?
General,What's your favorite way to spend a winter afternoon?
General,What's your favorite way to unwind on the weekend?
General,What’s a book or movie that has influenced your lifestyle choices?
General,What’s a career milestone you’re working towards?
General,What’s a career risk you took that paid off?
General,What’s a change you’ve made in your life that you’re proud of?
General,What’s a classic movie you’ve never seen but want to?
General,What’s a documentary that you found particularly insightful?
General,What’s a gadget you bought that turned out to be completely useless?
General,What’s a goal you’ve set for yourself this year?
General,What’s a memorable experience you’ve had with a friend?
General,What’s a memorable piece of advice you’ve received from a family member?
General,What’s a moral principle you try to live by?
General,What’s a movie that always makes you laugh?
General,What’s a philosophical book or idea that has impacted you?
General,What’s a philosophical concept that you find particularly compelling?
General,What’s a philosophical question that keeps you up at night?
General,What’s a piece of technology you wish had never been invented?
General,What’s a professional achievement you’re most proud of?
General,What’s a quality you admire in your partner or best friend?
General,What’s a quality you most appreciate in a friend?
General,What’s a skill you’d like to develop further?
General,What’s a technological invention you think will be common in 50 years?
General,What’s a tradition you have with your family or friends?
General,What’s a value that guides your daily actions?
General,What’s a value you consider essential in your life?
General,What’s an activity you enjoy doing with your friends or family?
General,What’s an ethical dilemma you think everyone should consider?
General,What’s an important lesson you’ve learned about relationships?
General,What’s one habit you’ve adopted that has significantly improved your life?
General,What’s something you can do that is good for the environment?
General,What’s something you might close your eyes to do?
General,What’s something you might find on the ground of a messy bedroom.
General,What’s something you only wear for special events?
General,What’s the best Disney movie?
General,What’s the best TV series finale?
General,What’s the best TV show character?
General,What’s the best TV show of all time?
General,What’s the best YouTube channel?
General,What’s the best advice you’ve ever received?
General,What’s the best amusement park ride?
General,What’s the best app on your phone?
General,What’s the best book genre?
General,What’s the best book you’ve ever read?
General,What’s the best book you’ve read recently?
General,What’s the best book-to-movie adaptation?
General,What’s the best childhood cartoon?
General,What’s the best childhood memory?
General,What’s the best childhood toy?
General,What’s the best day of the week?
General,What’s the best gift you’ve ever received?
General,What’s the best movie genre?
General,What’s the best movie of the 21st century?
General,What’s the best movie sequel?
General,What’s the best pet to have?
General,What’s the best pet?
General,What’s the best piece of advice you’ve received about your career?
General,What’s the best place to go on a first date?
General,What’s the best season of the year?
General,What’s the best subject in school?
General,What’s the best subject?
General,What’s the best thing about autumn?
General,What’s the best thing about being a kid?
General,What’s the best thing about fall?
General,What’s the best thing about holidays?
General,What’s the best thing about spring?
General,What’s the best thing about summer?
General,What’s the best thing about the weekend?
General,What’s the best thing about winter?
General,What’s the best thing about your hometown?
General,What’s the best thing to do at a party?
General,What’s the best thing to do at the beach?
General,What’s the best thing to do in the snow?
General,What’s the best thing to do on a Saturday night?
General,What’s the best thing to do on a Sunday?
General,What’s the best thing to do on a long weekend?
General,What’s the best thing to do on a snow day?
General,What’s the best thing to do on a sunny day?
General,What’s the best thing to do when bored?
General,What’s the best thing to do with friends?
General,What’s the best thing to watch on Netflix?
General,What’s the best type of music?
General,What’s the best video game of all time?
General,What’s the best way to celebrate a birthday?
General,What’s the best way to celebrate a holiday?
General,What’s the best way to celebrate a milestone?
General,What’s the best way to celebrate a success?
General,What’s the best way to celebrate an achievement?
General,What’s the best way to celebrate your birthday?
General,What’s the best way to cheer someone up?
General,What’s the best way to cheer up a friend?
General,What’s the best way to cool off on a hot day?
General,What’s the best way to deal with stress?
General,What’s the best way to end the day?
General,What’s the best way to enjoy a day off?
General,What’s the best way to enjoy nature?
General,What’s the best way to handle a disagreement with someone close to you?
General,What’s the best way to learn something new?
General,What’s the best way to make a good first impression?
General,What’s the best way to make a new friend?
General,What’s the best way to make friends?
General,What’s the best way to make new friends?
General,What’s the best way to make someone smile?
General,What’s the best way to prepare for an exam?
General,What’s the best way to relax on the weekend?
General,What’s the best way to relax?
General,What’s the best way to save money?
General,What’s the best way to show appreciation?
General,What’s the best way to spend a Friday night?
General,What’s the best way to spend a Saturday night?
General,What’s the best way to spend a Sunday?
General,What’s the best way to spend a birthday?
General,What’s the best way to spend a holiday with family?
General,What’s the best way to spend a holiday with friends?
General,What’s the best way to spend a holiday?
General,What’s the best way to spend a lazy day?
General,What’s the best way to spend a rainy afternoon?
General,What’s the best way to spend a rainy day?
General,What’s the best way to spend a summer evening?
General,What’s the best way to spend a sunny day?
General,What’s the best way to spend a weekend?
General,What’s the best way to spend a winter evening?
General,What’s the best way to spend an afternoon?
General,What’s the best way to spend an evening at home?
General,What’s the best way to spend time alone?
General,What’s the best way to spend time with family?
General,What’s the best way to start a new year?
General,What’s the best way to start the day?
General,What’s the best way to start your morning?
General,What’s the best way to stay active?
General,What’s the best way to stay cool in the summer?
General,What’s the best way to stay fit?
General,What’s the best way to stay healthy?
General,What’s the best way to stay motivated?
General,What’s the best way to stay organized?
General,What’s the best way to unwind after a long week?
General,What’s the best way to unwind after work?
General,What’s the coolest place you’ve ever visited?
General,What’s the first thing you do when you arrive in a new place?
General,What’s the first thing you do when you wake up?
General,What’s the most addictive TV show?
General,What’s the most annoying sound in the world?
General,What’s the most beautiful beach you’ve been to?
General,What’s the most beautiful natural wonder?
General,What’s the most beautiful place you’ve ever seen?
General,What’s the most boring task in the world?
General,What’s the most challenging project you’ve worked on?
General,What’s the most delicious smell?
General,What’s the most embarrassing moment you’ve had?
General,What’s the most entertaining TV show?
General,What’s the most important lesson you’ve learned from a mentor?
General,What’s the most important thing in life?
General,What’s the most inspiring movie you’ve seen?
General,What’s the most interesting fact you know?
General,What’s the most interesting historical figure?
General,What’s the most interesting science fact you know?
General,What’s the most memorable live performance you’ve attended?
General,What’s the most overrated movie you’ve seen?
General,What’s the most overused phrase?
General,What’s the most physically challenging activity you’ve done?
General,What’s the most popular color?
General,What’s the most relaxing place you’ve ever been?
General,What’s the most rewarding aspect of your job?
General,What’s the most useful app on your phone?
General,What’s the most useful invention ever made?
General,What’s the worst chore to do?
General,What’s the worst habit someone can have?
General,What’s the worst household chore?
General,What’s the worst movie you’ve ever seen?
General,What’s the worst thing about winter?
General,What’s the worst thing to do on a first date?
General,What’s the worst thing to step on barefoot?
General,What’s the worst way to be woken up?
General,What’s the worst way to break the news to someone?
General,What’s the worst way to end a conversation?
General,What’s the worst way to ruin a good day?
General,What’s the worst way to spend a day off?
General,What’s the worst way to spend a weekend?
General,What’s the worst way to start the day?
General,What’s your favorite animated movie?
General,What’s your favorite book of all time?
General,What’s your favorite book?
General,What’s your favorite childhood game?
General,What’s your favorite childhood memory?
General,What’s your favorite color?
General,What’s your favorite holiday activity?
General,What’s your favorite holiday tradition?
General,What’s your favorite holiday?
General,What’s your favorite old-school piece of technology that you still use?
General,What’s your favorite outdoor activity?
General,What’s your favorite piece of tech from a science fiction movie or book?
General,What’s your favorite thing about autumn?
General,What’s your favorite thing about being outdoors?
General,What’s your favorite thing about fall?
General,What’s your favorite thing about spring?
General,What’s your favorite thing about summer?
General,What’s your favorite thing about winter?
General,What’s your favorite thing to do at the beach?
General,What’s your favorite thing to do in the snow?
General,What’s your favorite thing to do in your free time?
General,What’s your favorite thing to do on a rainy day?
General,What’s your favorite thing to do on a warm day?
General,What’s your favorite thing to do with friends?
General,What’s your favorite tv show?
General,What’s your favorite type of movie?
General,What’s your favorite type of music?
General,What’s your favorite type of weather?
General,What’s your favorite way to enjoy music?
General,What’s your favorite way to spend a Sunday?
General,What’s your favorite way to spend a holiday weekend?
General,What’s your favorite way to spend a quiet evening?
General,What’s your favorite way to spend a weekend?
General,What’s your favorite way to unwind after a busy day?
General,What’s your favorite way to unwind after work?
General,What’s your strategy for dealing with difficult colleagues or clients?
General,Which TV series finale do you think was the most satisfying?
General,Which TV show do you think has the best soundtrack?
General,Which TV show had the most satisfying ending, in your opinion?
General,Which activity helps you relax the most?
General,Which actor or actress would you cast to play you in a biographical film?
General,Which actor or actress would you love to have dinner with?
General,Which aspect of your daily routine do you enjoy the most?
General,Which athlete’s story do you find the most inspiring?
General,Which book adaptation into a movie or TV series was the most disappointing to you?
General,Which book would you love to see turned into a movie or TV series?
General,Which ethical dilemma do you find the most challenging to navigate?
General,Which fictional world would you most like to visit?
General,Which habit do you think has the most positive impact on your mental health?
General,Which holiday is the most fun?
General,Which interest have you had the longest?
General,Which interest of yours do you find the most fulfilling?
General,Which is the best animal to see at the zoo?
General,Which is the best animated TV show?
General,Which is the best animated movie?
General,Which is the best day of the week?
General,Which is the best month of the year?
General,Which is the best planet in our solar system?
General,Which is the best season for outdoor activities?
General,Which is the best way to end a long day?
General,Which is the best way to enjoy a movie?
General,Which is the best way to keep warm in winter?
General,Which is the best way to show someone you care?
General,Which is the cutest animal?
General,Which is the cutest insect?
General,Which is the fastest animal?
General,Which is the funniest TV show?
General,Which is the funniest animal?
General,Which is the most adventurous thing you’ve done?
General,Which is the most annoying insect?
General,Which is the most beautiful animal in the ocean?
General,Which is the most beautiful flower?
General,Which is the most beautiful garden you've visited?
General,Which is the most beautiful language?
General,Which is the most beautiful piece of art you’ve seen?
General,Which is the most beautiful season of the year?
General,Which is the most beautiful tree?
General,Which is the most boring subject in school?
General,Which is the most captivating TV documentary series?
General,Which is the most captivating TV drama series?
General,Which is the most colorful animal?
General,Which is the most comfortable piece of clothing you own?
General,Which is the most dangerous animal?
General,Which is the most dangerous place you’ve visited?
